208500 1:60.00 2:65.00 3:8450.00 4:2003.00 5:196.00 6:706.00 7:150.00 8:854.00 9:1.00
149900 1:20.00 2:70.00 3:9800.00 4:1972.00 5:0.00 6:894.00 7:0.00 8:0.00 9:1.00
295000 1:75.00 2:87.00 3:18386.00 4:2002.00 5:0.00 6:0.00 7:1470.00 8:1818.00 9:0.00
305900 1:20.00 2:80.00 3:10386.00 4:2005.00 5:246.00 6:1464.00 7:536.00 8:0.00 9:1.00
225000 1:60.00 2:116.00 3:13474.00 4:1991.00 5:246.00 6:700.00 7:0.00 8:1121.00 9:1.00
360000 1:20.00 2:90.00 3:12378.00 4:2004.00 5:0.00 6:1274.00 7:622.00 8:0.00 9:1.00
132000 1:20.00 2:50.00 3:8000.00 4:2002.00 5:0.00 6:680.00 7:292.00 8:0.00 9:1.00
119900 1:190.00 2:65.00 3:7800.00 4:1950.00 5:0.00 6:507.00 7:286.00 8:325.00 9:1.00
375000 1:20.00 2:150.00 3:215245.00 4:1965.00 5:0.00 6:1236.00 7:80.00 8:0.00 9:2.00
178000 1:70.00 2:60.00 3:9600.00 4:1990.00 5:0.00 6:16.00 7:712.00 8:809.00 9:0.00
188500 1:60.00 2:71.00 3:7795.00 4:2005.00 5:0.00 6:425.00 7:291.00 8:716.00 9:1.00
260000 1:60.00 2:94.00 3:13005.00 4:1980.00 5:278.00 6:692.00 7:153.00 8:1200.00 9:1.00
270000 1:60.00 2:75.00 3:9000.00 4:2006.00 5:0.00 6:0.00 7:1088.00 8:871.00 9:0.00
260000 1:60.00 2:90.00 3:9900.00 4:1993.00 5:256.00 6:987.00 7:360.00 8:1274.00 9:1.00
342643 1:60.00 2:111.00 3:16259.00 4:2006.00 5:370.00 6:0.00 7:1249.00 8:1347.00 9:0.00
354000 1:60.00 2:99.00 3:12099.00 4:2004.00 5:388.00 6:970.00 7:166.00 8:1332.00 9:1.00
301000 1:60.00 2:86.00 3:10380.00 4:1987.00 5:172.00 6:28.00 7:0.00 8:1177.00 9:1.00
126175 1:20.00 2:49.00 3:5820.00 4:2005.00 5:0.00 6:256.00 7:906.00 8:0.00 9:1.00
242000 1:80.00 2:96.00 3:11275.00 4:2007.00 5:300.00 6:0.00 7:710.00 8:1080.00 9:0.00
87000 1:45.00 2:50.00 3:5000.00 4:1950.00 5:0.00 6:116.00 7:604.00 8:0.00 9:0.00
324000 1:120.00 2:32.00 3:10846.00 4:1993.00 5:0.00 6:1619.00 7:100.00 8:0.00 9:2.00
145250 1:20.00 2:80.00 3:11600.00 4:1960.00 5:175.00 6:565.00 7:818.00 8:0.00 9:0.00
78000 1:70.00 2:60.00 3:6402.00 4:1950.00 5:0.00 6:0.00 7:596.00 8:596.00 9:0.00
139000 1:20.00 2:70.00 3:8176.00 4:1992.00 5:0.00 6:846.00 7:210.00 8:0.00 9:1.00
284000 1:20.00 2:85.00 3:10655.00 4:2004.00 5:296.00 6:1124.00 7:1603.00 8:0.00 9:1.00
207000 1:120.00 2:59.00 3:8198.00 4:2004.00 5:146.00 6:720.00 7:638.00 8:0.00 9:1.00
192000 1:60.00 2:59.00 3:9042.00 4:1998.00 5:0.00 6:828.00 7:115.00 8:695.00 9:1.00
377426 1:20.00 2:86.00 3:14157.00 4:2006.00 5:200.00 6:1249.00 7:673.00 8:0.00 9:1.00
214000 1:20.00 2:70.00 3:9135.00 4:2003.00 5:113.00 6:810.00 7:726.00 8:0.00 9:1.00
202500 1:20.00 2:91.00 3:14145.00 4:1998.00 5:0.00 6:213.00 7:995.00 8:0.00 9:1.00
155000 1:20.00 2:66.00 3:12400.00 4:1998.00 5:176.00 6:585.00 7:630.00 8:0.00 9:0.00
202900 1:60.00 2:85.00 3:14191.00 4:2002.00 5:0.00 6:0.00 7:967.00 8:915.00 9:0.00
82000 1:20.00 2:60.00 3:8400.00 4:1950.00 5:0.00 6:0.00 7:721.00 8:0.00 9:0.00
266000 1:120.00 2:63.00 3:8849.00 4:2005.00 5:616.00 6:28.00 7:1656.00 8:0.00 9:0.00
85000 1:160.00 2:36.00 3:2592.00 4:1976.00 5:0.00 6:129.00 7:175.00 8:576.00 9:0.00
140200 1:50.00 2:65.00 3:6435.00 4:1950.00 5:0.00 6:0.00 7:972.00 8:605.00 9:0.00
154000 1:160.00 2:36.00 3:2448.00 4:2004.00 5:106.00 6:573.00 7:191.00 8:862.00 9:1.00
437154 1:60.00 2:56.00 3:20431.00 4:2006.00 5:870.00 6:1410.00 7:438.00 8:880.00 9:1.00
318061 1:120.00 2:68.00 3:7820.00 4:2007.00 5:362.00 6:0.00 7:1869.00 8:0.00 9:0.00
95000 1:50.00 2:60.00 3:9084.00 4:1950.00 5:0.00 6:236.00 7:0.00 8:495.00 9:0.00
105900 1:30.00 2:60.00 3:8520.00 4:2003.00 5:0.00 6:0.00 7:624.00 8:0.00 9:0.00
140000 1:50.00 2:60.00 3:8400.00 4:2000.00 5:0.00 6:388.00 7:552.00 8:403.00 9:0.00
177500 1:20.00 2:105.00 3:11249.00 4:1995.00 5:0.00 6:334.00 7:322.00 8:0.00 9:1.00
134000 1:120.00 2:44.00 3:4224.00 4:1976.00 5:0.00 6:874.00 7:268.00 8:0.00 9:1.00
130000 1:80.00 2:92.00 3:6930.00 4:1958.00 5:120.00 6:300.00 7:468.00 8:0.00 9:0.00
280000 1:60.00 2:78.00 3:12011.00 4:1998.00 5:530.00 6:956.00 7:130.00 8:838.00 9:1.00
198500 1:85.00 2:64.00 3:7301.00 4:2003.00 5:500.00 6:0.00 7:0.00 8:1427.00 9:0.00
118000 1:160.00 2:21.00 3:1680.00 4:2007.00 5:510.00 6:162.00 7:321.00 8:504.00 9:0.00
147000 1:70.00 2:59.00 3:10690.00 4:1997.00 5:0.00 6:456.00 7:216.00 8:672.00 9:0.00
165000 1:80.00 2:101.00 3:9150.00 4:1962.00 5:305.00 6:371.00 7:728.00 8:0.00 9:0.00
132000 1:20.00 2:78.00 3:7800.00 4:1954.00 5:200.00 6:540.00 7:728.00 8:0.00 9:0.00
134432 1:50.00 2:80.00 3:17120.00 4:1959.00 5:0.00 6:0.00 7:0.00 8:468.00 9:0.00
125000 1:120.00 2:50.00 3:7175.00 4:1984.00 5:0.00 6:623.00 7:0.00 8:0.00 9:1.00
123000 1:20.00 2:79.00 3:10634.00 4:1953.00 5:0.00 6:428.00 7:0.00 8:0.00 9:1.00
219500 1:60.00 2:65.00 3:8200.00 4:2004.00 5:0.00 6:0.00 7:847.00 8:1081.00 9:0.00
148000 1:85.00 2:57.00 3:8846.00 4:1996.00 5:0.00 6:298.00 7:572.00 8:0.00 9:0.00
340000 1:60.00 2:102.00 3:11143.00 4:2005.00 5:0.00 6:0.00 7:1580.00 8:886.00 9:0.00
394432 1:20.00 2:88.00 3:11394.00 4:2010.00 5:350.00 6:1445.00 7:411.00 8:0.00 9:1.00
179000 1:60.00 2:60.00 3:8123.00 4:2000.00 5:16.00 6:0.00 7:982.00 8:793.00 9:0.00
127000 1:50.00 2:50.00 3:5000.00 4:1950.00 5:0.00 6:218.00 7:808.00 8:665.00 9:0.00
187750 1:20.00 2:60.00 3:7200.00 4:2006.00 5:0.00 6:0.00 7:1293.00 8:0.00 9:1.00
213500 1:60.00 2:79.00 3:9245.00 4:2006.00 5:0.00 6:0.00 7:939.00 8:858.00 9:0.00
76000 1:45.00 2:60.00 3:9000.00 4:1950.00 5:0.00 6:0.00 7:784.00 8:0.00 9:0.00
192000 1:120.00 2:43.00 3:3182.00 4:2005.00 5:16.00 6:24.00 7:1232.00 8:0.00 9:0.00
125000 1:80.00 2:72.00 3:7200.00 4:1976.00 5:255.00 6:631.00 7:410.00 8:0.00 9:1.00
191000 1:20.00 2:93.00 3:9382.00 4:2000.00 5:125.00 6:0.00 7:1468.00 8:0.00 9:0.00
426000 1:60.00 2:96.00 3:12474.00 4:2008.00 5:272.00 6:1280.00 7:402.00 8:590.00 9:1.00
119000 1:50.00 2:50.00 3:8405.00 4:1950.00 5:0.00 6:241.00 7:229.00 8:406.00 9:1.00
215000 1:60.00 2:71.00 3:12209.00 4:2002.00 5:0.00 6:690.00 7:114.00 8:1157.00 9:1.00
109000 1:50.00 2:60.00 3:10134.00 4:1950.00 5:0.00 6:0.00 7:735.00 8:299.00 9:0.00
129000 1:20.00 2:68.00 3:9571.00 4:1956.00 5:0.00 6:739.00 7:405.00 8:0.00 9:1.00
123000 1:20.00 2:60.00 3:7200.00 4:1972.00 5:0.00 6:777.00 7:117.00 8:0.00 9:0.00
169500 1:60.00 2:69.00 3:7590.00 4:1962.00 5:288.00 6:540.00 7:324.00 8:936.00 9:0.00
67000 1:30.00 2:60.00 3:8967.00 4:1950.00 5:0.00 6:0.00 7:961.00 8:0.00 9:0.00
241000 1:60.00 2:65.00 3:8125.00 4:2007.00 5:100.00 6:812.00 7:280.00 8:438.00 9:1.00
245500 1:120.00 2:38.00 3:14963.00 4:1996.00 5:0.00 6:786.00 7:474.00 8:0.00 9:1.00
164990 1:20.00 2:65.00 3:8767.00 4:2005.00 5:0.00 6:24.00 7:1286.00 8:0.00 9:0.00
108000 1:30.00 2:60.00 3:10200.00 4:1997.00 5:0.00 6:0.00 7:672.00 8:0.00 9:0.00
258000 1:60.00 2:93.00 3:12090.00 4:1998.00 5:650.00 6:0.00 7:1141.00 8:1098.00 9:0.00
115000 1:50.00 2:51.00 3:10480.00 4:1950.00 5:0.00 6:0.00 7:1064.00 8:0.00 9:0.00
177000 1:70.00 2:63.00 3:15576.00 4:1976.00 5:0.00 6:0.00 7:840.00 8:840.00 9:0.00
280000 1:60.00 2:109.00 3:14154.00 4:2006.00 5:350.00 6:0.00 7:1063.00 8:1101.00 9:0.00
339750 1:60.00 2:85.00 3:10800.00 4:2008.00 5:100.00 6:789.00 7:245.00 8:1028.00 9:1.00
60000 1:20.00 2:68.00 3:9571.00 4:1958.00 5:0.00 6:0.00 7:1276.00 8:0.00 9:0.00
145000 1:190.00 2:100.00 3:34650.00 4:1955.00 5:0.00 6:1056.00 7:0.00 8:0.00 9:1.00
115000 1:30.00 2:56.00 3:8960.00 4:1950.00 5:0.00 6:0.00 7:1008.00 8:0.00 9:0.00
228000 1:60.00 2:59.00 3:11228.00 4:1993.00 5:0.00 6:50.00 7:499.00 8:1017.00 9:0.00
181134 1:20.00 2:73.00 3:8899.00 4:2007.00 5:0.00 6:24.00 7:1316.00 8:0.00 9:0.00
149500 1:60.00 2:74.00 3:7844.00 4:1978.00 5:203.00 6:209.00 7:463.00 8:728.00 9:0.00
239000 1:70.00 2:86.00 3:22420.00 4:1950.00 5:0.00 6:1128.00 7:242.00 8:1254.00 9:1.00
126000 1:50.00 2:60.00 3:8160.00 4:1950.00 5:0.00 6:312.00 7:444.00 8:378.00 9:1.00
142000 1:20.00 2:65.00 3:8450.00 4:1968.00 5:0.00 6:775.00 7:281.00 8:0.00 9:1.00
206300 1:90.00 2:78.00 3:7060.00 4:1998.00 5:200.00 6:1309.00 7:35.00 8:0.00 9:2.00
113000 1:20.00 2:100.00 3:21750.00 4:1954.00 5:0.00 6:0.00 7:988.00 8:0.00 9:0.00
315000 1:60.00 2:80.00 3:9200.00 4:1998.00 5:473.00 6:986.00 7:484.00 8:1160.00 9:1.00
139000 1:20.00 2:72.00 3:9000.00 4:1956.00 5:74.00 6:616.00 7:580.00 8:0.00 9:1.00
135000 1:60.00 2:60.00 3:3378.00 4:1992.00 5:0.00 6:0.00 7:651.00 8:682.00 9:0.00
109008 1:20.00 2:77.00 3:8593.00 4:1957.00 5:0.00 6:288.00 7:619.00 8:0.00 9:0.00
195400 1:20.00 2:64.00 3:6762.00 4:2007.00 5:108.00 6:664.00 7:544.00 8:0.00 9:1.00
175000 1:20.00 2:130.00 3:11457.00 4:1988.00 5:0.00 6:1005.00 7:387.00 8:0.00 9:1.00
85400 1:160.00 2:21.00 3:1680.00 4:1971.00 5:232.00 6:387.00 7:96.00 8:504.00 9:0.00
122500 1:160.00 2:24.00 3:1920.00 4:1971.00 5:376.00 6:471.00 7:294.00 8:600.00 9:1.00
181000 1:60.00 2:100.00 3:10839.00 4:1998.00 5:0.00 6:0.00 7:926.00 8:678.00 9:0.00
212000 1:60.00 2:43.00 3:10667.00 4:1996.00 5:0.00 6:385.00 7:70.00 8:834.00 9:1.00
116000 1:50.00 2:40.00 3:4400.00 4:1950.00 5:0.00 6:0.00 7:648.00 8:384.00 9:0.00
119000 1:45.00 2:50.00 3:6000.00 4:2004.00 5:0.00 6:0.00 7:884.00 8:0.00 9:0.00
90350 1:30.00 2:40.00 3:4280.00 4:2002.00 5:0.00 6:365.00 7:75.00 8:0.00 9:0.00
110000 1:50.00 2:67.00 3:12354.00 4:2000.00 5:0.00 6:0.00 7:684.00 8:512.00 9:0.00
555000 1:20.00 2:105.00 3:15431.00 4:2008.00 5:200.00 6:1767.00 7:788.00 8:0.00 9:1.00
162900 1:50.00 2:52.00 3:6240.00 4:1992.00 5:0.00 6:0.00 7:1078.00 8:445.00 9:0.00
172500 1:120.00 2:53.00 3:3922.00 4:2007.00 5:72.00 6:0.00 7:1258.00 8:0.00 9:0.00
210000 1:60.00 2:70.00 3:8750.00 4:1995.00 5:0.00 6:642.00 7:273.00 8:975.00 9:1.00
127500 1:20.00 2:73.00 3:9855.00 4:1956.00 5:0.00 6:0.00 7:1436.00 8:0.00 9:0.00
190000 1:20.00 2:137.00 3:16492.00 4:2002.00 5:0.00 6:247.00 7:557.00 8:0.00 9:0.00
119500 1:50.00 2:50.00 3:8600.00 4:1950.00 5:0.00 6:0.00 7:780.00 8:596.00 9:0.00
120000 1:50.00 2:50.00 3:6000.00 4:2002.00 5:0.00 6:331.00 7:318.00 8:504.00 9:0.00
110000 1:30.00 2:70.00 3:5684.00 4:2005.00 5:0.00 6:0.00 7:813.00 8:0.00 9:0.00
280000 1:20.00 2:62.00 3:70761.00 4:1975.00 5:0.00 6:655.00 7:878.00 8:0.00 9:1.00
210000 1:60.00 2:75.00 3:9000.00 4:2008.00 5:0.00 6:0.00 7:768.00 8:804.00 9:0.00
188000 1:90.00 2:63.00 3:9297.00 4:1976.00 5:0.00 6:1606.00 7:122.00 8:0.00 9:2.00
175500 1:20.00 2:80.00 3:9600.00 4:1973.00 5:320.00 6:916.00 7:326.00 8:0.00 9:0.00
98000 1:70.00 2:34.00 3:4571.00 4:1950.00 5:0.00 6:0.00 7:624.00 8:720.00 9:0.00
263435 1:60.00 2:75.00 3:8004.00 4:2009.00 5:110.00 6:544.00 7:288.00 8:1103.00 9:1.00
155000 1:70.00 2:60.00 3:7200.00 4:2007.00 5:0.00 6:350.00 7:0.00 8:560.00 9:1.00
62383 1:20.00 2:60.00 3:8281.00 4:1965.00 5:0.00 6:553.00 7:0.00 8:0.00 9:0.00
188700 1:70.00 2:74.00 3:11988.00 4:1995.00 5:0.00 6:326.00 7:389.00 8:811.00 9:0.00
167000 1:20.00 2:85.00 3:10628.00 4:1970.00 5:0.00 6:778.00 7:499.00 8:0.00 9:1.00
146500 1:70.00 2:79.00 3:9480.00 4:1995.00 5:224.00 6:386.00 7:342.00 8:756.00 9:0.00
250000 1:20.00 2:98.00 3:11428.00 4:2006.00 5:248.00 6:0.00 7:1626.00 8:0.00 9:0.00
187000 1:60.00 2:76.00 3:9291.00 4:1993.00 5:120.00 6:426.00 7:406.00 8:878.00 9:0.00
190000 1:60.00 2:92.00 3:11952.00 4:1977.00 5:0.00 6:0.00 7:808.00 8:808.00 9:0.00
148000 1:180.00 2:35.00 3:3675.00 4:2005.00 5:80.00 6:459.00 7:88.00 8:0.00 9:1.00
440000 1:20.00 2:110.00 3:14977.00 4:2007.00 5:304.00 6:1350.00 7:626.00 8:0.00 9:1.00
251000 1:120.00 2:41.00 3:5330.00 4:2000.00 5:0.00 6:1196.00 7:298.00 8:0.00 9:1.00
132500 1:20.00 2:80.00 3:8480.00 4:1963.00 5:0.00 6:630.00 7:340.00 8:0.00 9:1.00
208900 1:20.00 2:75.00 3:13125.00 4:1998.00 5:215.00 6:994.00 7:484.00 8:0.00 9:1.00
380000 1:60.00 2:105.00 3:13693.00 4:2006.00 5:772.00 6:0.00 7:2153.00 8:574.00 9:0.00
297000 1:20.00 2:79.00 3:10637.00 4:2008.00 5:336.00 6:1288.00 7:417.00 8:0.00 9:1.00
89471 1:30.00 2:50.00 3:5925.00 4:2000.00 5:435.00 6:168.00 7:739.00 8:0.00 9:0.00
326000 1:20.00 2:98.00 3:16033.00 4:2005.00 5:378.00 6:1261.00 7:572.00 8:0.00 9:1.00
374000 1:20.00 2:72.00 3:11846.00 4:2004.00 5:562.00 6:1567.00 7:225.00 8:0.00 9:1.00
155000 1:70.00 2:50.00 3:2500.00 4:2005.00 5:0.00 6:299.00 7:611.00 8:910.00 9:1.00
164000 1:120.00 2:32.00 3:4500.00 4:1998.00 5:116.00 6:897.00 7:319.00 8:0.00 9:1.00
147000 1:20.00 2:80.00 3:9600.00 4:2007.00 5:0.00 6:607.00 7:506.00 8:0.00 9:0.00
156000 1:20.00 2:79.00 3:10289.00 4:1965.00 5:168.00 6:836.00 7:237.00 8:0.00 9:1.00
175000 1:20.00 2:70.00 3:12243.00 4:1971.00 5:0.00 6:998.00 7:486.00 8:0.00 9:0.00
160000 1:190.00 2:60.00 3:10800.00 4:1970.00 5:0.00 6:664.00 7:290.00 8:648.00 9:0.00
86000 1:180.00 2:21.00 3:1526.00 4:2002.00 5:0.00 6:515.00 7:115.00 8:0.00 9:1.00
133000 1:50.00 2:79.00 3:9490.00 4:1950.00 5:0.00 6:403.00 7:238.00 8:620.00 9:1.00
172785 1:60.00 2:105.00 3:15578.00 4:2006.00 5:0.00 6:0.00 7:728.00 8:728.00 9:0.00
155000 1:20.00 2:70.00 3:7931.00 4:1960.00 5:0.00 6:374.00 7:363.00 8:0.00 9:0.00
91300 1:30.00 2:50.00 3:5784.00 4:1996.00 5:0.00 6:0.00 7:190.00 8:0.00 9:0.00
184000 1:50.00 2:60.00 3:9120.00 4:1950.00 5:0.00 6:329.00 7:697.00 8:687.00 9:1.00
130000 1:20.00 2:65.00 3:7800.00 4:2004.00 5:89.00 6:450.00 7:414.00 8:0.00 9:0.00
120000 1:20.00 2:70.00 3:7535.00 4:1985.00 5:0.00 6:111.00 7:522.00 8:0.00 9:0.00
113000 1:160.00 2:21.00 3:1890.00 4:1973.00 5:285.00 6:356.00 7:316.00 8:546.00 9:0.00
226700 1:60.00 2:75.00 3:9803.00 4:2005.00 5:0.00 6:400.00 7:466.00 8:902.00 9:0.00
140000 1:20.00 2:70.00 3:9170.00 4:1965.00 5:0.00 6:698.00 7:420.00 8:0.00 9:1.00
289000 1:20.00 2:100.00 3:15602.00 4:1997.00 5:0.00 6:1247.00 7:254.00 8:0.00 9:1.00
147000 1:160.00 2:24.00 3:2308.00 4:1974.00 5:0.00 6:257.00 7:103.00 8:467.00 9:0.00
124500 1:90.00 2:60.00 3:7596.00 4:1952.00 5:360.00 6:0.00 7:960.00 8:1000.00 9:0.00
215000 1:60.00 2:80.00 3:9554.00 4:1994.00 5:125.00 6:380.00 7:397.00 8:846.00 9:0.00
208300 1:20.00 2:75.00 3:7862.00 4:2009.00 5:0.00 6:27.00 7:1191.00 8:0.00 9:0.00
161000 1:70.00 2:60.00 3:9600.00 4:2005.00 5:0.00 6:141.00 7:548.00 8:689.00 9:0.00
124500 1:20.00 2:80.00 3:9600.00 4:1959.00 5:132.00 6:991.00 7:50.00 8:0.00 9:1.00
164900 1:20.00 2:75.00 3:14559.00 4:2000.00 5:70.00 6:650.00 7:178.00 8:0.00 9:1.00
202665 1:120.00 2:40.00 3:6792.00 4:2006.00 5:94.00 6:0.00 7:1368.00 8:0.00 9:0.00
129900 1:20.00 2:70.00 3:9100.00 4:1958.00 5:0.00 6:521.00 7:169.00 8:0.00 9:1.00
134000 1:20.00 2:71.00 3:9187.00 4:1983.00 5:0.00 6:336.00 7:748.00 8:0.00 9:0.00
96500 1:45.00 2:55.00 3:10594.00 4:1950.00 5:0.00 6:0.00 7:768.00 8:0.00 9:0.00
402861 1:20.00 2:94.00 3:12220.00 4:2009.00 5:305.00 6:1436.00 7:570.00 8:0.00 9:1.00
265000 1:60.00 2:79.00 3:10208.00 4:1997.00 5:921.00 6:0.00 7:1264.00 8:1067.00 9:0.00
234000 1:70.00 2:53.00 3:10918.00 4:2004.00 5:0.00 6:0.00 7:1276.00 8:804.00 9:0.00
150000 1:20.00 2:90.00 3:11988.00 4:1957.00 5:0.00 6:777.00 7:467.00 8:0.00 9:0.00
159000 1:50.00 2:50.00 3:5000.00 4:1950.00 5:0.00 6:399.00 7:605.00 8:660.00 9:0.00
184750 1:60.00 2:130.00 3:40094.00 4:2008.00 5:762.00 6:2260.00 7:878.00 8:1538.00 9:1.00
315750 1:60.00 2:95.00 3:11787.00 4:1997.00 5:594.00 6:719.00 7:660.00 8:1015.00 9:1.00
176000 1:20.00 2:62.00 3:7500.00 4:2005.00 5:0.00 6:0.00 7:1257.00 8:0.00 9:0.00
132000 1:20.00 2:70.00 3:13300.00 4:2000.00 5:0.00 6:377.00 7:551.00 8:0.00 9:0.00
446261 1:60.00 2:67.00 3:14948.00 4:2008.00 5:268.00 6:1330.00 7:122.00 8:1237.00 9:1.00
175000 1:80.00 2:85.00 3:10200.00 4:1989.00 5:219.00 6:783.00 7:678.00 8:0.00 9:1.00
128000 1:70.00 2:60.00 3:6155.00 4:1999.00 5:0.00 6:0.00 7:611.00 8:611.00 9:0.00
107500 1:20.00 2:60.00 3:7200.00 4:2007.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
178000 1:60.00 2:74.00 3:9056.00 4:2004.00 5:0.00 6:0.00 7:707.00 8:707.00 9:0.00
188000 1:60.00 2:57.00 3:8924.00 4:1999.00 5:0.00 6:0.00 7:880.00 8:844.00 9:0.00
315000 1:20.00 2:85.00 3:14601.00 4:2006.00 5:584.00 6:1260.00 7:578.00 8:0.00 9:1.00
213250 1:20.00 2:78.00 3:10140.00 4:1999.00 5:0.00 6:144.00 7:379.00 8:0.00 9:1.00
133000 1:120.00 2:34.00 3:4058.00 4:1998.00 5:182.00 6:584.00 7:0.00 8:0.00 9:1.00
179665 1:60.00 2:58.00 3:17104.00 4:2006.00 5:0.00 6:554.00 7:100.00 8:832.00 9:1.00
210000 1:50.00 2:70.00 3:8737.00 4:1950.00 5:0.00 6:300.00 7:765.00 8:720.00 9:0.00
129500 1:85.00 2:54.00 3:7244.00 4:1970.00 5:0.00 6:619.00 7:149.00 8:0.00 9:1.00
125000 1:20.00 2:49.00 3:8235.00 4:1995.00 5:0.00 6:180.00 7:0.00 8:0.00 9:1.00
263000 1:60.00 2:75.00 3:9375.00 4:2004.00 5:0.00 6:0.00 7:912.00 8:1182.00 9:0.00
140000 1:120.00 2:53.00 3:4043.00 4:1977.00 5:0.00 6:559.00 7:510.00 8:0.00 9:0.00
112500 1:20.00 2:50.00 3:6000.00 4:1957.00 5:0.00 6:308.00 7:620.00 8:0.00 9:0.00
255500 1:20.00 2:87.00 3:11146.00 4:2006.00 5:250.00 6:0.00 7:1709.00 8:0.00 9:0.00
108000 1:20.00 2:67.00 3:8777.00 4:2003.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
284000 1:60.00 2:85.00 3:10625.00 4:2004.00 5:292.00 6:866.00 7:132.00 8:1040.00 9:1.00
113000 1:45.00 2:58.00 3:6380.00 4:1950.00 5:0.00 6:0.00 7:993.00 8:0.00 9:0.00
141000 1:20.00 2:69.00 3:14850.00 4:1957.00 5:0.00 6:895.00 7:197.00 8:0.00 9:1.00
108000 1:50.00 2:60.00 3:11040.00 4:1950.00 5:0.00 6:637.00 7:0.00 8:439.00 9:0.00
175000 1:60.00 2:57.00 3:21872.00 4:1997.00 5:0.00 6:604.00 7:125.00 8:717.00 9:0.00
170000 1:20.00 2:77.00 3:10010.00 4:1975.00 5:0.00 6:1071.00 7:195.00 8:0.00 9:1.00
185000 1:50.00 2:66.00 3:21780.00 4:1950.00 5:0.00 6:0.00 7:1163.00 8:511.00 9:0.00
128000 1:70.00 2:66.00 3:6858.00 4:1950.00 5:0.00 6:0.00 7:806.00 8:806.00 9:1.00
325000 1:60.00 2:77.00 3:11198.00 4:2007.00 5:245.00 6:0.00 7:1122.00 8:1370.00 9:0.00
214000 1:20.00 2:70.00 3:10171.00 4:2004.00 5:168.00 6:2.00 7:1515.00 8:0.00 9:0.00
316600 1:50.00 2:79.00 3:12327.00 4:2009.00 5:0.00 6:1441.00 7:55.00 8:636.00 9:1.00
142600 1:90.00 2:74.00 3:13101.00 4:1965.00 5:108.00 6:231.00 7:1497.00 8:0.00 9:0.00
120000 1:20.00 2:60.00 3:7332.00 4:1959.00 5:207.00 6:414.00 7:450.00 8:0.00 9:1.00
224500 1:60.00 2:83.00 3:13159.00 4:2009.00 5:0.00 6:0.00 7:846.00 8:846.00 9:0.00
170000 1:80.00 2:76.00 3:9967.00 4:2000.00 5:0.00 6:0.00 7:384.00 8:656.00 9:0.00
139000 1:80.00 2:70.00 3:10500.00 4:2005.00 5:82.00 6:349.00 7:23.00 8:533.00 9:0.00
118500 1:50.00 2:80.00 3:8480.00 4:1950.00 5:0.00 6:442.00 7:390.00 8:384.00 9:0.00
145000 1:50.00 2:52.00 3:6292.00 4:1950.00 5:0.00 6:0.00 7:861.00 8:600.00 9:0.00
164500 1:80.00 2:96.00 3:11777.00 4:1966.00 5:97.00 6:328.00 7:285.00 8:0.00 9:1.00
146000 1:160.00 2:34.00 3:3604.00 4:2007.00 5:0.00 6:0.00 7:689.00 8:689.00 9:0.00
131500 1:50.00 2:81.00 3:12150.00 4:1954.00 5:335.00 6:0.00 7:1050.00 8:745.00 9:0.00
253293 1:20.00 2:98.00 3:12704.00 4:2009.00 5:306.00 6:0.00 7:2042.00 8:0.00 9:0.00
325000 1:75.00 2:75.00 3:13500.00 4:2000.00 5:0.00 6:0.00 7:1237.00 8:1254.00 9:0.00
133000 1:50.00 2:51.00 3:6120.00 4:1995.00 5:0.00 6:0.00 7:884.00 8:584.00 9:0.00
369900 1:20.00 2:88.00 3:11443.00 4:2006.00 5:208.00 6:1460.00 7:408.00 8:0.00 9:1.00
130000 1:30.00 2:55.00 3:10267.00 4:2000.00 5:0.00 6:210.00 7:0.00 8:0.00 9:1.00
137000 1:85.00 2:74.00 3:8740.00 4:1982.00 5:0.00 6:672.00 7:168.00 8:0.00 9:1.00
143000 1:20.00 2:65.00 3:25095.00 4:2003.00 5:0.00 6:1324.00 7:113.00 8:0.00 9:2.00
79500 1:40.00 2:50.00 3:9100.00 4:1960.00 5:0.00 6:0.00 7:742.00 8:0.00 9:0.00
185900 1:60.00 2:64.00 3:8320.00 4:2004.00 5:0.00 6:490.00 7:280.00 8:812.00 9:0.00
451950 1:60.00 2:97.00 3:13478.00 4:2008.00 5:420.00 6:1338.00 7:384.00 8:568.00 9:1.00
138000 1:20.00 2:60.00 3:6600.00 4:2003.00 5:0.00 6:816.00 7:0.00 8:0.00 9:1.00
110000 1:20.00 2:88.00 3:7990.00 4:1975.00 5:0.00 6:0.00 7:924.00 8:0.00 9:0.00
319000 1:20.00 2:69.00 3:11302.00 4:2006.00 5:238.00 6:1422.00 7:392.00 8:0.00 9:1.00
114504 1:70.00 2:60.00 3:3600.00 4:1993.00 5:0.00 6:0.00 7:684.00 8:684.00 9:0.00
194201 1:120.00 2:53.00 3:3922.00 4:2007.00 5:72.00 6:0.00 7:1258.00 8:0.00 9:0.00
217500 1:20.00 2:80.00 3:12984.00 4:1977.00 5:459.00 6:1283.00 7:0.00 8:0.00 9:1.00
151000 1:160.00 2:24.00 3:1950.00 4:1980.00 5:0.00 6:81.00 7:23.00 8:840.00 9:1.00
